usecase,description,default_syntax,category_rule,subcategory_rule,correlation_rule
Trafico sospechoso desde IP origen peligrosas,,,,,ARCO: High risk application
Trafico sospechoso desde IP origen peligrosas,,,,,ARCO: IPS Prevent
Posible evento con Herramientas Exploit,,,,,ARCO: Multiple Exploit Type Against Single Destination
Posible evento con Herramientas Exploit,,,,,ARCO: Multiple Exploit Type Against Single Destination (IPS)
Trafico sospechoso desde IP origen peligrosas,,,,,ARCO: X-Force: External Host IP
SIN CASO DE USO ASOCIADO,,,,,ARCO:Union regla
Possible DNS connection or Unauthorized DNS server,,,,,AssetExclusion: Exclude DNS Name By IP
Possible DNS connection or Unauthorized DNS server,"
Blacklists a DNS Name that has been associated with N different NetBIOS names over a given period of time.","Apply AssetExclusion: Exclude DNS Name By NetBIOS Name on events which are detected by the Local system
and when the event matches Has Identity is True
and NOT when any of Identity Host Name are contained in any of Asset Reconciliation DNS Whitelist - AlphaNumeric (Ignore Case), Asset Reconciliation DNS Blacklist - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Identity Host Name and different Identity Net Bios Name in 2 hour(s)",,Asset Reconciliation Exclusion,AssetExclusion: Exclude DNS Name By NetBIOS Name
Conexiones Anómalas a Bases de Datos,Rule detects an excessive number of successful database connections.,"Apply Excessive Database Connections on events which are detected by the Local system
and when any of these BB:CategoryDefinition: Successful Database Connections with the same source IP more than 60 times, across exactly 1 destination IP within 1 minutes",Integridad de Datos,Recon,Excessive Database Connections
Trafico sospechoso desde IP origen peligrosas,Blacklists an IP that has been associated with N different MAC Addresses over a given period of time.,"Apply AssetExclusion: Exclude IP By MAC Address on events which are detected by the Local system
and when the event matches Identity IP is not 0
and NOT when any of Identity IP are contained in any of Asset Reconciliation IPv4 Whitelist - IP, Asset Reconciliation IPv4 Blacklist - IP
and when at least 3 events are seen with the same Identity IP and different Identity MAC in 2 hour(s)",,Asset Reconciliation Exclusion,AssetExclusion: Exclude IP By MAC Address
Possible DNS connection or Unauthorized DNS server,Report when an error is detected on the DNS Server,,,Anomaly,DNS Error Detected
Trafico sospechoso desde IP origen peligrosas,Blacklists an IP that has been associated with N different NetBIOS Names over a given period of time.,"Apply AssetExclusion: Exclude IP By NetBIOS Name on events which are detected by the Local system
and when the event matches Identity IP is not 0
and NOT when any of Identity IP are contained in any of Asset Reconciliation IPv4 Whitelist - IP, Asset Reconciliation IPv4 Blacklist - IP
and when at least 3 events are seen with the same Identity IP and different Identity Net Bios Name in 2 hour(s)",,Asset Reconciliation Exclusion,AssetExclusion: Exclude IP By NetBIOS Name
Trafico sospechoso desde IP origen peligrosas,Blacklists a MAC Address that has been associated with N different V4 IPs over a given period of time.,"Apply AssetExclusion: Exclude MAC Address By IP on events which are detected by the Local system
and when the event matches Has Identity is True
and NOT when any of Identity MAC are contained in any of Asset Reconciliation MAC Whitelist - AlphaNumeric (Ignore Case), Asset Reconciliation MAC Blacklist - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Identity MAC and different Identity IP in 2 hour(s)",,Asset Reconciliation Exclusion,AssetExclusion: Exclude MAC Address By IP
Trafico sospechoso desde IP origen peligrosas,Blacklists a MAC Address that has been associated with N different NetBIOS Names over a given period of time.,"Apply AssetExclusion: Exclude MAC Address By NetBIOS Name on events which are detected by the Local system
and when the event matches Has Identity is True
and NOT when any of Identity MAC are contained in any of Asset Reconciliation MAC Whitelist - AlphaNumeric (Ignore Case), Asset Reconciliation MAC Blacklist - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Identity MAC and different Identity Net Bios Name in 2 hour(s)",,Asset Reconciliation Exclusion,AssetExclusion: Exclude MAC Address By NetBIOS Name
Possible DNS connection or Unauthorized DNS server,Blacklists a NetBIOS Name that has been associated with N different DNS Names over a given period of time.,"Apply AssetExclusion: Exclude NetBIOS Name By DNS Name on events which are detected by the Local system
and when the event matches Has Identity is True
and NOT when any of Identity Net Bios Name are contained in any of Asset Reconciliation NetBIOS Whitelist - AlphaNumeric (Ignore Case), Asset Reconciliation NetBIOS Blacklist - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Identity Net Bios Name and different Identity Host Name in 2 hour(s)",,Asset Reconciliation Exclusion,AssetExclusion: Exclude NetBIOS Name By DNS Name
Trafico sospechoso desde IP origen peligrosas,,,,,AssetExclusion: Exclude NetBIOS Name By IP
Trafico sospechoso desde IP origen peligrosas,Blacklists a NetBIOS Name that has been associated with N different V4 IPs over a given period of time.,"
Apply AssetExclusion: Exclude NetBIOS Name By IP on events which are detected by the Local system
and when the event matches Has Identity is True
and NOT when any of Identity Net Bios Name are contained in any of Asset Reconciliation NetBIOS Whitelist - AlphaNumeric (Ignore Case), Asset Reconciliation NetBIOS Blacklist - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Identity Net Bios Name and different Identity IP in 2 hour(s)",,Asset Reconciliation Exclusion,AssetExclusion: Exclude NetBIOS Name By IP 
Trafico sospechoso desde IP origen peligrosas,Blacklists a NetBIOS Name that has been associated with N different MAC Addresses over a given period of time.,"Apply AssetExclusion: Exclude NetBIOS Name By MAC Address on events which are detected by the Local system
and when the event matches Has Identity is True
and NOT when any of Identity Net Bios Name are contained in any of Asset Reconciliation NetBIOS Whitelist - AlphaNumeric (Ignore Case), Asset Reconciliation NetBIOS Blacklist - AlphaNumeric (Ignore Case)
and when at least 3 events are seen with the same Identity Net Bios Name and different Identity MAC in 2 hour(s)",Cumplimiento,Asset Reconciliation Exclusion,AssetExclusion: Exclude NetBIOS Name By MAC Address
Trafico sospechoso desde IP origen peligrosas,,,,,Attack followed by Attack Response
Eventos o Acciones realizadas a nivel Malware,,,,,Attempted Credential Theft - Epo-ATP
SIN CASO DE USO ASOCIADO,,,,,Auditoria Prueba
Trafico sospechoso desde IP origen peligrosas,,,,,Auna Bquilla: Cisco Meraki Suspiciuos Input Connection Events
Trafico sospechoso desde IP origen peligrosas,,,,,Auna Bquilla: Cisco Meraki Suspiciuos Output Connection Events
Control de acceso por geolocalización,,,,,Auna Med: VPN connection from a suspicious country
Trafico sospechoso desde IP origen peligrosas,,,,,Auna Med: X-Force Risk IP
Intento de cambio de configuración de la base de datos por un host remoto,Responds when changes to user rights to a database are done from a remote network.,"Apply Database User Rights Changed from Remote Host on events which are detected by the Local system
and when the source is Remote
and when an event matches any of the following BB:HostDefinition: Database Servers, BB:HostReference: Database Servers
and when the event category for the event is one of the following Authentication.User Right Assigned, Authentication.User Right Removed, Authentication.User Account Added, Authentication.User Account Changed, Authentication.User Account Removed",Hacktivismo,Compliance,Database User Rights Changed from Remote Host
